ISIN,Ticker
INE140A01024,PEL.NS
INE932A01024,PENIND.NS
INE138A01028,PENINLAND.NS
INE262H01013,PERSISTENT.NS
INE347G01014,PETRONET.NS
INE134E01011,PFC.NS
INE182A01018,PFIZER.NS
INE367G01038,PFOCUS.NS
INE560K01014,PFS.NS
INE457L01011,PGEL.NS
INE179A01014,PGHH.NS
INE199A01012,PGHL.NS
INE940H01014,PGIL.NS
INE602A01023,PHILIPCARB.NS
INE211B01039,PHOENIXLTD.NS
INE318A01026,PIDILITIND.NS
INE603J01030,PIIND.NS
INE417C01014,PILANIINVS.NS
INE600A01035,PILITA.NS
INE889E01010,PIONDIST.NS
INE156C01018,PIONEEREMB.NS
INE450D01021,PITTIENG.NS
INE431F01018,PKTEA.NS
INE083C01022,PLASTIBLEN.NS
INE160A01022,PNB.NS
INE859A01011,PNBGILTS.NS
INE572E01012,PNBHOUSING.NS
INE392B01011,PNC.NS
INE195J01029,PNCINFRA.NS
INE888B01018,PODDARHOUS.NS
INE371C01013,PODDARMENT.NS
INE637C01025,POKARNA.NS
INE455K01017,POLYCAB.NS
INE205C01021,POLYMED.NS
INE633B01018,POLYPLEX.NS
INE838E01017,PONNIERODE.NS
INE752E01010,POWERGRID.NS
INE07Y701011,POWERINDIA.NS
INE211R01019,POWERMECH.NS
INE095I01015,PPAP.NS
INE050001010,PPL.NS
INE302M01033,PRABHAT.NS
INE505C01016,PRAENG.NS
INE074A01025,PRAJIND.NS
INE603A01013,PRAKASH.NS
INE696K01024,PRAKASHSTL.NS
INE546Y01022,PRAXIS.NS
INE484I01029,PRECAM.NS
INE283A01014,PRECOT.NS
INE372C01029,PRECWIRE.NS
INE863B01011,PREMEXPLN.NS
INE342A01018,PREMIER.NS
INE309M01012,PREMIERPOL.NS
INE980A01023,PRESSMN.NS
INE811K01011,PRESTIGE.NS
INE726V01018,PRICOLLTD.NS
INE032B01021,PRIMESECU.NS
INE689W01016,PRINCEPIPE.NS
INE959A01019,PRIVISCL.NS
INE195N01013,PROZONINTU.NS
INE010A01011,PRSMJOHNSN.NS
INE608A01012,PSB.NS
INE488V01015,PSPPROJECT.NS
INE877F01012,PTC.NS
INE034D01031,PTL.NS
INE277B01014,PUNJABCHEM.NS
INE701B01021,PUNJLLOYD.NS
INE323I01011,PURVA.NS
INE191H01014,PVR.NS
INE615P01015,QUESS.NS
INE306L01010,QUICKHEAL.NS
INE874F01027,RADAAN.NS
INE944F01028,RADICO.NS
INE919I01024,RADIOCITY.NS
INE855B01025,RAIN.NS
INE343B01030,RAJESHEXPO.NS
INE451D01011,RAJRATAN.NS
INE533D01024,RAJRAYON.NS
INE562B01019,RAJSREESUG.NS
INE952H01027,RAJTV.NS
INE613A01020,RALLIS.NS
INE278B01020,RAMANEWS.NS
INE230R01027,RAMASTEEL.NS
INE331A01037,RAMCOCEM.NS
INE614A01028,RAMCOIND.NS
INE246B01019,RAMCOSYS.NS
INE874I01013,RAMKY.NS
INE005D01015,RAMSARUP.NS
INE625B01014,RANASUG.NS
INE222J01013,RANEENGINE.NS
INE384A01010,RANEHOLDIN.NS
INE703B01027,RATNAMANI.NS
INE301A01014,RAYMOND.NS
INE244J01017,RBL.NS
INE976G01028,RBLBANK.NS
INE027A01015,RCF.NS
INE330H01018,RCOM.NS
INE020B01018,RECLTD.NS
INE891D01026,REDINGTON.NS
INE056I01017,REFEX.NS
INE131B01039,RELAXO.NS
INE013A01015,RELCAPITAL.NS
INE002A01018,RELIANCE.NS
INE621H01010,RELIGARE.NS
INE036A01016,RELINFRA.NS
INE474C01015,REMSONSIND.NS
INE087H01022,RENUKA.NS
INE612J01015,REPCOHOME.NS
INE364Z01019,REPL.NS
INE461B01014,REPRO.NS
INE688D01026,RESPONIND.NS
INE617A01013,REVATHI.NS
INE722H01016,RGL.NS
INE217K01011,RHFL.NS
INE209B01025,RICOAUTO.NS
INE046A01015,RIIL.NS
INE320J01015,RITES.NS
INE722J01012,RKDL.NS
INE786W01010,RKEC.NS
INE399G01015,RKFORGE.NS
INE172H01014,RMCL.NS
INE050H01012,RML.NS
INE542F01012,RNAVAL.NS
INE248H01012,ROHITFERRO.NS
INE283H01019,ROHLTD.NS
INE927A01040,ROLLT.NS
INE293A01013,ROLTA.NS
INE294G01026,ROML.NS
INE02A801020,ROSSARI.NS
INE847C01020,ROSSELLIND.NS
INE450U01017,ROUTE.NS
INE105J01010,RPGLIFE.NS
INE614G01033,RPOWER.NS
INE324L01013,RPPINFRA.NS
INE165B01029,RSSOFTWARE.NS
INE611A01016,RSWM.NS
INE411H01032,RSYSTEMS.NS
INE834M01019,RTNINFRA.NS
INE399K01017,RTNPOWER.NS
INE301D01026,RUBYMILLS.NS
INE619A01035,RUCHI.NS
INE413B01023,RUCHINFRA.NS
INE803H01014,RUCHIRA.NS
INE895B01021,RUPA.NS
INE573K01017,RUSHIL.NS
INE09E501017,RVHL.NS
INE415G01027,RVNL.NS
INE902B01017,S&SPOWER.NS
INE860T01019,SABEVENTS.NS
INE226H01026,SADBHAV.NS
INE764L01010,SADBHIN.NS
INE429E01023,SAFARI.NS
INE976T01013,SAGARDEEP.NS
INE229C01013,SAGCEM.NS
INE114A01011,SAIL.NS
INE732S01012,SAKAR.NS
INE623A01011,SAKHTISUG.NS
INE667G01015,SAKSOFT.NS
INE190H01024,SAKUMA.NS
INE170V01019,SALASAR.NS
INE498E01010,SALONA.NS
INE658G01014,SALSTEEL.NS
INE457F01013,SALZERELEC.NS
INE699B01027,SAMBHAAV.NS
INE782L01012,SANCO.NS
INE583B01015,SANDESH.NS
INE278H01035,SANDHAR.NS
INE495C01010,SANGAMIND.NS
INE999B01013,SANGHIIND.NS
INE263L01013,SANGHVIFOR.NS
INE989A01024,SANGHVIMOV.NS
INE753W01010,SANGINITA.NS
INE058A01010,SANOFI.NS
INE890C01046,SANWARIA.NS
INE385C01013,SARDAEN.NS
INE979A01017,SAREGAMA.NS
INE453D01025,SARLAPOLY.NS
INE231F01020,SASKEN.NS
INE019J01013,SASTASUNDR.NS
INE170E01023,SATIA.NS
INE836B01017,SATIN.NS
INE018E01016,SBICARD.NS
INE123W01016,SBILIFE.NS
INE062A01020,SBIN.NS
INE224E01036,SCAPDVR.NS
INE513A01014,SCHAEFFLER.NS
INE807K01035,SCHAND.NS
INE839M01018,SCHNEIDER.NS
INE109A01011,SCI.NS
INE480C01020,SDBL.NS
INE497B01018,SEAMECLTD.NS
INE818A01017,SELAN.NS
INE105I01012,SELMCL.NS
INE735M01018,SEPOWER.NS
INE807F01027,SEQUENT.NS
INE630A01024,SESHAPAPER.NS
INE878E01021,SETCO.NS
INE023M01027,SETUINFRA.NS
INE573R01012,SEYAIND.NS
INE955I01036,SEZAL.NS
INE916U01025,SFL.NS
INE353H01010,SGL.NS
INE640C01011,SHAHALLOYS.NS
INE908D01010,SHAKTIPUMP.NS
INE597J01018,SHALBY.NS
INE849C01026,SHALPAINTS.NS
INE274V01019,SHANKARA.NS
INE631A01022,SHANTIGEAR.NS
INE221J01015,SHARDACROP.NS
INE597I01010,SHARDAMOTR.NS
INE932X01018,SHAREINDIA.NS
INE363M01019,SHEMAROO.NS
INE05AN01011,SHIL.NS
INE790G01031,SHILPAMED.NS
INE196B01016,SHIRPUR-G.NS
INE637H01024,SHIVAMAUTO.NS
INE644Y01017,SHIVAMILLS.NS
INE705C01020,SHIVATEX.NS
INE500L01026,SHK.NS
INE498B01024,SHOPERSTOP.NS
INE715Y01015,SHRADHA.NS
INE232A01011,SHREDIGCEM.NS
INE070A01015,SHREECEM.NS
INE712K01011,SHREEPUSHK.NS
INE879A01019,SHREERAMA.NS
INE632X01030,SHRENIK.NS
INE231C01019,SHREYANIND.NS
INE757B01015,SHREYAS.NS
INE526E01018,SHRIPISTON.NS
INE722A01011,SHRIRAMCIT.NS
INE964H01014,SHRIRAMEPC.NS
INE979R01011,SHYAMCENT.NS
INE635A01023,SHYAMTEL.NS
INE176J01011,SICAGEN.NS
INE075B01012,SICAL.NS
INE003A01024,SIEMENS.NS
INE529F01035,SIGIND.NS
INE173A01025,SIL.NS
INE923A01015,SILINV.NS
INE203Y01012,SILLYMONKS.NS
INE748T01016,SIMBHALS.NS
INE059B01024,SIMPLEXINF.NS
INE129Z01016,SINTERCOM.NS
INE429C01035,SINTEX.NS
INE792Z01011,SIRCA.NS
INE285J01028,SIS.NS
INE965H01011,SITINET.NS
INE076B01028,SIYSIL.NS
INE002L01015,SJVN.NS
INE640A01023,SKFINDIA.NS
INE429F01012,SKIL.NS
INE439E01022,SKIPPER.NS
INE411D01015,SKMEGGPROD.NS
INE178C01020,SMARTLINK.NS
INE294B01019,SMLISUZU.NS
INE215G01021,SMPL.NS
INE320X01016,SMSLIFE.NS
INE812G01025,SMSPHARMA.NS
INE734N01019,SNOWMAN.NS
INE671H01015,SOBHA.NS
INE624Z01016,SOLARA.NS
INE343H01029,SOLARINDS.NS
INE355A01028,SOMANYCERA.NS
INE314C01013,SOMATEX.NS
INE323J01019,SOMICONVEY.NS
INE269A01021,SONATSOFTW.NS
INE034H01016,SORILINFRA.NS
INE035D01012,SOTL.NS
INE683A01023,SOUTHBANK.NS
INE980Y01015,SOUTHWEST.NS
INE212I01016,SPAL.NS
INE572J01011,SPANDANA.NS
INE232I01014,SPARC.NS
INE247M01014,SPECIALITY.NS
INE020801028,SPENCERS.NS
INE376C01020,SPENTEX.NS
INE147A01011,SPIC.NS
INE285B01017,SPICEJET.NS
INE978G01016,SPLIL.NS
INE937A01023,SPMLINFRA.NS
INE501W01021,SPTL.NS
INE099F01013,SREEL.NS
INE872A01014,SREINFRA.NS
INE647A01010,SRF.NS
INE917H01012,SRHHYPOLTD.NS
INE943C01027,SRIPIPES.NS
INE008Z01012,SRPL.NS
INE721A01013,SRTRANSFIN.NS
INE802C01017,SSWL.NS
INE939A01011,STAR.NS
INE460H01021,STARCEMENT.NS
INE733A01018,STARPAPER.NS
INE655A01013,STCINDIA.NS
INE395H01011,STEELCITY.NS
INE503B01013,STEELXIND.NS
INE577L01016,STEL.NS
INE334A01023,STERTOOLS.NS
INE089C01029,STLTECH.NS
INE845C01016,SUBCAPCITY.NS
INE754A01055,SUBEXLTD.NS
INE287B01021,SUBROS.NS
INE659A01023,SUDARSCHEM.NS
INE216G01011,SUJANAUNI.NS
INE258G01013,SUMICHEM.NS
INE748Z01013,SUMIT.NS
INE519C01017,SUMMITSEC.NS
INE105A01035,SUNCLAYLTD.NS
INE108E01023,SUNDARAM.NS
INE660A01013,SUNDARMFIN.NS
INE202Z01029,SUNDARMHLD.NS
INE073D01013,SUNDRMBRAK.NS
INE387A01021,SUNDRMFAST.NS
INE947A01014,SUNFLAG.NS
INE044A01036,SUNPHARMA.NS
INE805D01034,SUNTECK.NS
INE424H01027,SUNTV.NS
INE712B01010,SUPERHOUSE.NS
INE662A01027,SUPERSPIN.NS
INE663A01017,SUPPETRO.NS
INE399C01030,SUPRAJIT.NS
INE319Z01013,SUPREMEENG.NS
INE195A01028,SUPREMEIND.NS
INE550H01011,SUPREMEINF.NS
INE272L01022,SURANASOL.NS
INE130B01031,SURANAT&P.NS
INE713B01026,SURYALAXMI.NS
INE335A01012,SURYAROSNI.NS
INE645H01027,SUTLEJTEX.NS
INE591Q01016,SUULD.NS
INE495B01038,SUVEN.NS
INE03QK01018,SUVENPHAR.NS
INE040H01021,SUZLON.NS
INE665A01038,SWANENERGY.NS
INE277A01016,SWARAJENG.NS
INE409B01013,SWELECTES.NS
INE00M201021,SWSOLAR.NS
INE225D01027,SYMPHONY.NS
INE602K01014,SYNCOM.NS
INE398R01022,SYNGENE.NS
INE123C01018,TAINWALCHM.NS
INE586B01026,TAJGVK.NS
INE142I01023,TAKE.NS
INE187D01011,TALBROAUTO.NS
INE483C01032,TANLA.NS
INE388G01018,TANTIACONS.NS
INE0EK901012,TARC.NS
INE924H01018,TARMAT.NS
INE488B01017,TASTYBITE.NS
INE092A01019,TATACHEM.NS
INE493A01027,TATACOFFEE.NS
INE151A01013,TATACOMM.NS
INE192A01025,TATACONSUM.NS
INE670A01012,TATAELXSI.NS
INE672A01018,TATAINVEST.NS
INE056C01010,TATAMETALI.NS
INE155A01022,TATAMOTORS.NS
IN9155A01020,TATAMTRDVR.NS
INE245A01021,TATAPOWER.NS
INE081A01012,TATASTEEL.NS
INE824B01021,TATASTLBSL.NS
INE674A01014,TATASTLLP.NS
INE760L01018,TBZ.NS
INE688A01022,TCI.NS
INE662L01016,TCIDEVELOP.NS
INE586V01016,TCIEXP.NS
INE911B01018,TCIFINANCE.NS
INE778U01029,TCNSBRANDS.NS
INE822C01015,TCPLPACK.NS
INE467B01029,TCS.NS
INE419M01019,TDPOWERSYS.NS
INE985S01024,TEAMLEASE.NS
INE778A01021,TECHIN.NS
INE669C01036,TECHM.NS
INE285K01026,TECHNOE.NS
INE509K01011,TECHNOFAB.NS
INE010J01012,TEJASNET.NS
INE482B01010,TERASOFT.NS
INE435C01024,TEXINFRA.NS
INE141K01013,TEXMOPIPES.NS
INE621L01012,TEXRAIL.NS
INE305A01015,TFCILTD.NS
INE804H01012,TFL.NS
INE797H01018,TGBHOTELS.NS
INE085J01014,THANGAMAYL.NS
INE924D01017,THEINVEST.NS
INE083B01016,THEMISMED.NS
INE152A01029,THERMAX.NS
INE409A01015,THIRUSUGAR.NS
INE332A01027,THOMASCOOK.NS
INE480M01011,THOMASCOTT.NS
INE594H01019,THYROCARE.NS
INE133E01013,TI.NS
INE484C01022,TIDEWATER.NS
INE545H01011,TIIL.NS
INE974X01010,TIINDIA.NS
INE440L01017,TIJARIA.NS
INE806C01018,TIL.NS
INE289C01025,TIMESGTY.NS
INE508G01029,TIMETECHNO.NS
INE325A01013,TIMKEN.NS
INE422C01014,TINPLATE.NS
INE716B01011,TIPSINDLTD.NS
INE338A01024,TIRUMALCHM.NS
INE319Y01016,TIRUPATIFL.NS
INE280A01028,TITAN.NS
INE759V01019,TMRVL.NS
INE148A01019,TNPETRO.NS
INE107A01015,TNPL.NS
INE141D01018,TNTELE.NS
INE932C01012,TOKYOPLAST.NS
INE685A01028,TORNTPHARM.NS
INE813H01021,TORNTPOWER.NS
INE336X01012,TOTAL.NS
INE486Y01013,TOUCHWOOD.NS
INE413G01014,TPLPLASTEH.NS
INE040M01013,TREEHOUSE.NS
INE00CA01015,TREJHARA.NS
INE849A01020,TRENT.NS
INE391D01019,TRF.NS
INE064C01022,TRIDENT.NS
INE948A01012,TRIGYN.NS
INE763I01026,TRIL.NS
INE152M01016,TRITURBINE.NS
INE256C01024,TRIVENI.NS
INE910C01018,TTKHLTCARE.NS
INE690A01010,TTKPRESTIG.NS
INE592B01016,TTL.NS
INE517B01013,TTML.NS
INE886H01027,TV18BRDCST.NS
INE236G01019,TVSELECT.NS
INE494B01023,TVSMOTOR.NS
INE421C01016,TVSSRICHAK.NS
INE038F01029,TVTODAY.NS
INE871L01013,TVVISION.NS
INE615H01020,TWL.NS
INE686F01025,UBL.NS
INE139B01016,UCALFUEL.NS
INE691A01018,UCOBANK.NS
INE516A01017,UFLEX.NS
INE527H01019,UFO.NS
INE071E01023,UGARSUGAR.NS
INE899L01022,UJAAS.NS
INE334L01012,UJJIVAN.NS
INE551W01018,UJJIVANSFB.NS
INE481G01011,ULTRACEMCO.NS
INE864B01027,UMANGDAIRY.NS
INE240C01028,UMESLTD.NS
INE351A01035,UNICHEMLAB.NS
INE961D01019,UNIDT.NS
INE037A01022,UNIENTER.NS
INE692A01016,UNIONBANK.NS
INE694A01020,UNITECH.NS
INE458F01011,UNITEDTEA.NS
INE466H01028,UNITY.NS
INE562X01013,UNIVASTU.NS
INE279A01012,UNIVCABLES.NS
INE03V001013,UNIVPHOTO.NS
INE628A01036,UPL.NS
INE550C01020,URJA.NS
INE228A01035,USHAMART.NS
INE094J01016,UTIAMC.NS
INE699A01011,UTTAMSTL.NS
INE786F01031,UTTAMSUGAR.NS
INE945H01013,V2RETAIL.NS
INE694D01016,VADILALIND.NS
INE884A01019,VAIBHAVGBL.NS
INE972X01014,VAISHALI.NS
INE051B01021,VAKRANGEE.NS
INE565V01010,VALIANTORG.NS
INE116G01013,VARDHACRLC.NS
INE835A01011,VARDMNPOLY.NS
INE665L01035,VARROC.NS
INE893I01013,VASCONEQ.NS
INE590L01019,VASWANI.NS
INE200M01013,VBL.NS
INE205A01025,VEDL.NS
INE398A01010,VENKEYS.NS
INE411B01019,VENUSREM.NS
INE188Y01015,VERTOZ.NS
INE386A01015,VESUVIUS.NS
INE918N01018,VETO.NS
INE951I01027,VGUARD.NS
INE701A01023,VHL.NS
INE048C01017,VICEROY.NS
INE703A01011,VIDEOIND.NS
INE632C01026,VIDHIING.NS
INE159N01027,VIJIFIN.NS
INE806A01020,VIKASECO.NS
INE161L01027,VIKASMCORP.NS
INE767B01022,VIKASPROP.NS
INE706A01022,VIKASWSP.NS
INE579C01029,VIMTALABS.NS
INE410B01037,VINATIORGA.NS
INE707A01012,VINDHYATEL.NS
INE250B01029,VINYLINDIA.NS
INE450G01024,VIPCLOTHNG.NS
INE054A01027,VIPIND.NS
INE946H01037,VIPULLTD.NS
INE392A01013,VISAKAIND.NS
INE286H01012,VISASTEEL.NS
INE755Q01025,VISHAL.NS
INE270I01014,VISHNU.NS
INE430N01014,VISHWARAJ.NS
INE370E01029,VIVIDHA.NS
INE526G01021,VIVIMEDLAB.NS
INE709A01018,VLSFINANCE.NS
INE665J01013,VMART.NS
INE540H01012,VOLTAMP.NS
INE226A01021,VOLTAS.NS
INE366I01010,VRLLOG.NS
INE050M01012,VSSL.NS
INE710A01016,VSTIND.NS
INE764D01017,VSTTILLERS.NS
INE825A01012,VTL.NS
INE956G01038,WABAG.NS
INE342J01019,WABCOINDIA.NS
INE711A01022,WALCHANNAG.NS
INE107F01022,WANBURY.NS
INE054C01015,WATERBASE.NS
INE855C01015,WEBELSOLAR.NS
INE080A01014,WEIZMANIND.NS
INE191B01025,WELCORP.NS
INE625G01013,WELENT.NS
INE389K01018,WELINV.NS
INE192B01031,WELSPUNIND.NS
INE274C01019,WENDT.NS
INE274F01020,WESTLIFE.NS
INE715A01015,WHEELS.NS
INE716A01013,WHIRLPOOL.NS
INE210A01017,WILLAMAGOR.NS
INE052A01021,WINDMACHIN.NS
INE215F01023,WIPL.NS
INE075A01022,WIPRO.NS
INE049B01025,WOCKPHARMA.NS
INE066O01014,WONDERLA.NS
INE196Y01018,WORTH.NS
INE100D01014,WSI.NS
INE976A01021,WSTCSTPAPR.NS
INE692G01013,XCHANGING.NS
INE01P501012,XELPMOC.NS
INE445C01015,XPROINDIA.NS
INE126M01010,YAARII.NS
INE528G01035,YESBANK.NS
INE256A01028,ZEEL.NS
INE565L01011,ZEELEARN.NS
INE966H01019,ZEEMEDIA.NS
INE058B01018,ZENITHEXPO.NS
INE318D01020,ZENITHSTL.NS
INE520A01027,ZENSARTECH.NS
INE251B01027,ZENTEC.NS
INE871B01014,ZICOM.NS
INE206B01013,ZODIACLOTH.NS
INE077B01018,ZODJRDMKJ.NS
INE358U01012,ZOTA.NS
INE840M01016,ZUARI.NS
INE217A01012,ZUARIGLOB.NS
INE768C01010,ZYDUSWELL.NS
